44	12	43	24	45
50	34	29	6	44
41	30	10	36	38
47	5	29	45	19
3	24	38	21	39
50	35	21	47	46
5	25	40	23	28
16	27	45	41	21
52	51	16	14	30
31	15	13	54	10
59	28	51	13	49
46	52	24	56	2
33	41	4	19	59
39	20	14	40	3
18	5	33	43	45
47	6	2	34	35
55	20	37	45	39
30	35	57	4	59
16	9	17	28	30
22	25	39	13	51
56	4	35	51	36
58	59	35	5	57
43	39	2	33	40
12	39	14	46	34
11	40	16	51	56
39	21	1	18	55
8	3	23	30	58
26	35	16	52	58
38	24	5	10	43
43	10	12	23	47
35	3	37	27	45
46	7	43	54	20
27	43	12	23	1
41	51	30	50	53
27	12	3	4	44
47	52	55	48	12
43	22	6	20	32
16	50	42	59	41
32	53	22	4	19
54	3	5	27	18
15	52	25	53	54
19	35	57	47	13
2	54	12	58	25
49	53	13	9	47
23	2	47	28	17
31	28	48	18	52
35	9	50	12	58
46	41	36	18	11
57	59	54	25	30
49	19	13	28	21
55	20	40	47	41
40	51	59	41	38
38	1	48	27	7
40	42	38	1	4
28	48	54	24	50
54	18	8	19	32
31	9	23	1	11
55	50	24	11	15
11	29	1	51	18
30	24	57	59	45
18	39	57	36	41
59	12	46	19	15
22	38	21	12	41
41	43	20	19	38
50	16	18	36	27
53	37	14	44	45
17	58	39	19	41
56	38	46	8	18
43	12	20	51	55
50	4	31	42	23
8	49	2	40	50
7	12	42	49	13
40	18	17	8	44
43	32	9	45	17
11	55	47	2	27
15	41	29	27	3
41	15	6	13	32
40	44	55	24	4
58	11	3	48	47
9	24	43	34	36
21	55	33	45	44
4	49	39	50	23
53	5	56	14	32
56	18	55	10	41
43	22	34	6	45
58	56	20	19	42
10	4	11	33	19
15	28	5	26	32
11	20	46	27	3
53	28	48	39	40
4	41	1	12	47
12	20	28	40	48
42	31	23	48	2
50	58	7	31	51
4	45	21	17	13
32	36	39	29	49
12	34	3	42	37
23	48	21	9	13
32	52	36	48	11
51	39	42	11	7
15	41	59	37	56
33	57	53	3	14
28	45	24	52	49
4	47	58	5	36
34	30	51	31	45
36	51	56	22	59
22	13	9	37	23
48	23	40	21	19
7	52	6	33	26
40	22	32	26	38
37	47	18	22	54
18	37	20	16	3
52	50	1	38	17
33	11	44	47	46
43	19	4	11	33
32	18	45	10	11
1	8	19	10	20
25	8	11	58	41
27	24	42	31	13
10	5	12	11	20
47	37	30	54	10
20	8	21	37	32
12	10	38	53	57
14	59	54	53	16
30	51	17	48	54
5	8	44	40	11
7	12	23	34	38
34	45	38	39	50
49	7	27	1	36
25	24	20	59	53
20	2	46	7	16
20	39	7	17	59
28	16	12	11	15
46	34	32	22	12
42	32	49	6	2
26	41	14	37	46
30	12	36	20	47
52	13	55	44	51
8	35	27	16	42
10	36	52	24	55
18	44	1	39	37
7	20	21	34	43
36	20	59	17	7
10	57	51	35	39
33	22	42	14	11
40	20	21	17	51
32	56	4	27	22
17	36	29	16	31
7	22	10	27	12
47	4	33	32	55
58	50	36	9	33
22	52	10	23	7
52	26	31	22	4
53	30	19	37	28
1	57	16	41	17
1	11	20	27	25
59	30	46	38	20
16	58	22	30	51
27	37	22	45	35
21	23	38	20	42
28	21	20	56	27
10	41	44	56	48
52	53	3	14	10
38	43	6	48	47
57	30	13	38	32
48	11	45	30	47
54	31	9	30	50
29	18	11	36	8
38	13	12	9	35
22	49	27	14	32
18	34	40	59	48
39	14	43	9	4
24	3	28	1	41
6	20	10	1	13
20	19	47	57	40
7	58	55	29	2
28	15	36	23	21
52	58	53	37	51
41	5	57	34	22
47	13	34	40	57
23	25	16	49	58
28	44	12	22	25
57	56	1	53	12
11	34	55	41	49
22	41	49	21	5
14	6	32	52	38
21	22	52	49	58
36	52	44	4	40
15	59	52	10	31
13	45	54	5	17
21	7	32	52	44
14	49	39	24	20
9	36	44	45	39
55	26	48	45	24
16	36	20	6	31
41	37	17	50	21
41	33	10	59	29
14	49	9	7	45
47	18	58	53	51
50	17	57	35	4
13	54	41	37	27
36	7	26	8	19
14	10	40	51	30
29	8	37	38	5
22	54	52	14	59
37	52	22	36	17
26	35	48	47	6
15	26	31	6	20
53	16	15	42	20
46	15	43	44	32
41	8	7	55	23
32	15	8	11	50
41	44	20	54	50
56	27	29	20	58
23	3	7	42	27
5	52	14	38	39
53	41	36	32	37
52	8	49	51	32
24	41	17	47	39
23	43	25	35	13
14	41	12	13	35
58	12	5	1	13
41	58	27	39	44
37	46	14	34	55
46	50	27	28	26
18	13	4	59	49
26	36	7	49	58
58	59	32	50	42
57	30	19	48	32
12	8	22	29	14
32	37	46	50	7
51	10	45	11	14
19	26	54	41	2
51	46	26	3	11
38	22	59	49	14
34	51	45	6	16
16	5	49	30	25
15	30	5	40	25
45	49	50	13	32
2	50	38	21	20
50	57	24	12	48
52	54	41	42	57
34	20	36	39	18
7	8	29	20	25
25	24	49	30	5
17	56	37	40	51
13	28	56	41	38
16	18	51	53	4
35	27	16	9	57
23	47	36	18	59
1	53	20	37	52
43	23	1	21	30
6	51	3	20	32
43	14	31	51	24
14	26	32	15	36
32	10	25	47	34
45	37	50	33	4
34	25	41	49	46
53	37	46	39	5
38	2	43	5	59
33	5	52	46	17
6	22	4	16	32
21	26	47	4	28
26	50	57	52	51
39	1	4	42	20
50	56	42	53	19
22	4	41	44	9
38	53	9	52	32
48	39	26	18	22
53	24	51	16	18
28	22	3	11	18
53	9	37	5	42
20	41	13	35	16
26	42	58	27	15
45	10	23	30	18
22	20	32	16	37
51	42	1	59	23
5	16	6	21	12
52	19	57	34	23
23	30	42	35	31
6	7	40	56	31
30	40	37	32	19
49	32	4	15	58
12	7	22	31	8
45	20	38	42	3
6	36	50	19	59
52	42	30	8	26
30	15	48	22	37
7	28	44	43	15
59	22	26	16	27
46	49	7	35	28
52	56	1	6	48
21	57	58	14	50
2	33	41	54	9
48	2	16	41	3
23	47	10	20	54
49	27	23	52	19
16	29	26	45	41
7	44	33	30	51
13	7	47	3	34
59	27	56	28	21
6	1	44	55	49
3	58	16	20	42
32	49	42	56	17
31	46	13	45	41
44	15	56	39	2
33	8	45	9	2
5	22	45	49	10
18	53	5	28	20
24	44	30	32	7
33	26	14	41	1
10	32	18	5	23
6	37	42	20	25
26	20	54	46	38
9	5	59	23	2
46	34	25	8	39
8	56	10	18	43
31	52	23	33	38
38	22	55	24	17
11	53	8	7	17
12	43	15	31	26
17	2	32	22	41
3	19	32	54	14
11	7	30	24	18
40	14	28	26	31
37	6	41	24	15
53	9	39	43	35
17	21	25	16	55
5	55	33	39	36
11	31	52	26	34
19	32	26	45	17
8	45	13	39	38
7	44	8	12	3
18	45	25	1	29
40	36	4	21	2
18	33	36	4	8
40	4	41	6	26
37	50	20	30	52
48	1	3	38	14
17	52	10	33	51
40	10	14	32	49
3	13	38	32	48
39	3	17	47	7
48	12	54	17	2
39	4	32	1	26
43	39	8	9	55
40	24	13	29	52
32	36	13	21	5
47	30	40	28	6
12	26	32	23	44
29	17	7	51	43
37	28	15	53	14
26	54	49	25	17
49	38	40	46	50
14	32	47	2	15
13	49	31	48	36
47	33	18	48	24
15	24	47	35	16
5	43	34	52	40
31	10	5	23	19
53	40	32	49	43
24	37	5	36	51
5	28	33	2	54
25	55	3	51	45
51	55	21	12	13
52	11	14	35	41
55	46	53	6	28
3	23	15	42	29
20	50	12	2	22
5	31	7	49	53
24	47	34	1	48
46	33	52	48	4
26	32	14	34	44
53	45	14	21	25
8	7	50	31	9
52	9	31	39	12
50	31	9	20	11
7	49	18	28	21
26	44	34	12	48
18	5	52	40	20
9	17	3	14	25
18	45	22	10	37
40	33	51	52	41
21	33	42	7	16
12	21	14	15	43
46	29	21	32	19
30	7	18	45	41
42	26	25	28	9
28	2	36	46	42
25	51	43	17	1
27	45	7	12	17
22	39	21	20	11
24	13	19	39	33
21	18	11	16	51
52	11	55	48	29
46	13	32	3	19
30	47	27	12	37
37	1	55	44	34
18	36	31	25	20
20	37	49	9	12
48	46	28	25	7
29	6	8	49	41
6	42	43	47	22
30	12	34	19	36
29	49	17	34	31
10	15	23	16	31
31	21	19	2	55
37	48	53	20	24
23	29	8	13	47
20	9	36	22	12
3	49	4	20	8
32	13	38	51	19
24	4	23	43	30
3	43	5	42	12
14	44	25	26	16
55	2	17	41	54
39	53	35	11	54
48	47	35	4	16
28	20	23	25	27
9	18	47	38	19
47	53	43	23	39
2	20	13	23	21
33	11	16	4	40
31	34	48	11	2
8	12	49	17	35
55	32	8	54	41
34	10	38	5	11
22	15	42	18	23
47	22	37	48	50
7	40	55	33	14
31	8	29	25	4
8	55	21	15	1
41	32	39	55	7
23	39	8	32	37
7	1	23	35	13
13	11	20	3	40
53	52	49	27	17
16	30	20	18	48
6	26	30	24	22
46	22	35	52	29
1	38	40	53	31
29	18	6	37	16
13	25	30	40	43
10	52	11	49	18
40	10	11	37	54
46	15	42	19	14
21	34	36	30	49
31	54	33	16	12
33	32	51	8	30
2	4	15	28	14
38	55	33	31	49
27	54	25	31	44
4	9	18	55	43
26	25	20	46	45
51	48	16	13	27
47	5	24	26	33
12	30	7	48	28
48	30	21	20	11
19	39	23	37	12
33	47	13	16	44
23	29	35	8	2
12	37	48	40	50
15	12	31	28	50
19	51	24	22	38
37	1	11	10	40
52	21	9	16	30
27	24	2	36	23
16	52	9	23	51
19	24	47	27	15
28	35	47	40	53
46	39	30	14	43
9	42	14	40	3
1	36	30	34	21
43	42	20	29	8
47	21	41	15	27
17	49	15	1	2
38	39	47	24	46
9	13	11	24	43
27	43	14	15	53
32	31	55	37	23
8	47	4	51	32
47	28	13	30	10
10	7	32	25	41
45	14	48	5	9
2	36	22	32	47
55	7	54	23	35
21	5	46	1	51
38	24	3	11	36
26	19	45	21	3
42	7	16	6	34
30	51	53	44	46
44	2	52	30	13
29	21	13	40	50
40	1	8	47	35
16	43	46	49	22
14	12	13	17	53
45	26	28	22	33
13	10	24	12	6
12	49	21	36	38
42	51	6	38	15
28	55	54	2	31
39	19	53	30	40
36	5	2	16	40
47	6	35	20	37
53	38	40	10	48
53	38	24	54	16
17	47	44	7	54
44	4	27	30	39
42	18	43	34	14
18	16	46	19	13
16	22	5	1	48
41	20	13	42	53
42	55	38	54	36
8	2	29	22	37
35	1	15	37	45
3	30	26	54	55
41	11	16	42	2
22	4	28	37	52
13	20	33	42	12
48	42	2	25	15
10	26	19	32	27
53	29	9	42	19
1	38	5	26	32
52	35	16	49	50
21	1	26	23	25
45	54	42	53	36
24	40	1	50	49
12	55	24	35	10
31	28	23	9	36
14	29	16	27	41
27	43	53	8	52
6	26	14	1	34
28	17	36	5	51
33	32	19	54	42
52	22	19	34	30
38	36	35	7	34
42	34	50	45	17
2	9	12	8	19
55	49	28	5	18
22	49	32	36	55
42	36	19	1	8
11	28	43	30	34
40	49	38	35	55
12	53	8	11	26
44	13	34	12	39
46	54	13	7	8
38	22	41	30	14
16	40	43	48	42
45	55	29	9	31
41	2	24	34	48
26	15	1	17	40
38	10	35	5	12
4	31	45	3	8
39	27	7	3	40
30	32	15	39	6
49	23	33	35	28
21	45	26	13	50
54	8	7	29	17
26	42	27	7	8
15	47	19	45	26
20	47	3	22	19
27	35	21	55	2
24	28	3	49	8
35	3	19	43	33
26	24	42	38	46
17	8	51	24	38
12	51	29	22	26
22	2	13	50	48
14	54	27	18	13
52	19	43	41	16
48	50	3	9	2
24	19	10	16	13
14	39	55	19	26
10	5	24	17	43
40	47	14	55	54
44	50	2	38	32
36	20	47	50	35
31	33	30	18	19
50	44	49	32	37
26	52	39	41	53
40	35	42	2	31
45	51	8	16	2
39	8	47	11	30
11	19	22	43	45
39	48	20	22	10
4	40	14	48	15
36	54	24	26	16
20	10	4	26	40
20	5	18	50	6
49	22	20	43	10
41	6	27	23	47
3	12	47	51	2
23	2	9	44	45
15	26	24	35	17
30	54	19	47	28
4	3	11	44	37
38	12	32	23	25
38	19	6	42	4
19	40	35	30	41
55	26	48	24	12
4	6	27	5	18
32	53	34	5	28
46	23	13	28	18
34	41	26	35	16
35	4	43	44	23
29	39	9	24	3
55	10	50	1	23
24	28	54	2	14
20	37	34	45	39
45	38	23	22	18
25	1	36	42	34
36	48	54	7	12
54	37	35	52	16
5	7	21	1	43
13	52	22	55	27
25	10	35	41	38
51	3	48	46	37
47	53	23	55	9
44	48	15	43	17
39	35	3	13	40
38	7	51	40	52
48	32	25	14	54
38	30	4	13	12
13	30	55	11	35
26	15	28	36	14
52	37	50	43	10
54	18	3	39	43
53	38	15	29	52
49	14	6	46	40
18	14	3	17	6
2	21	43	32	16
23	10	48	54	42
43	4	46	30	37
12	46	15	54	30
4	10	34	50	33
23	43	12	16	9
24	44	53	36	46
45	15	8	16	51
45	34	42	3	21
45	30	54	41	19
2	26	42	15	37
42	23	19	27	52
34	28	53	37	45
24	25	9	27	12
15	54	20	41	8
5	20	44	21	18
48	41	17	55	37
5	49	14	13	31
37	25	50	29	7
41	14	6	11	27
41	50	22	19	14
43	39	2	42	10
36	6	53	51	7
49	21	44	7	43
34	1	7	8	45
54	51	9	18	4
26	31	35	50	46
25	30	45	2	15
18	54	38	8	45
7	22	27	48	50
2	10	43	55	31
35	28	34	3	50
49	52	5	9	27
24	50	21	42	49
10	11	8	48	50
32	50	12	40	54
30	3	31	1	43
17	19	13	50	41
8	39	31	44	22
35	9	26	11	51
27	13	28	29	49
8	43	53	30	3
2	37	43	18	1
31	13	49	38	36
9	1	19	36	53
39	5	24	19	28
14	38	35	8	46
4	13	10	29	1
28	13	20	32	16
51	7	32	39	6
50	33	32	41	8
5	23	43	4	13
53	39	8	9	47
12	25	48	2	30
29	9	10	52	39
42	8	49	22	3
28	32	40	7	31
13	51	42	23	9
10	5	24	16	8
39	20	22	14	44
3	46	10	24	14
36	10	43	40	42
16	44	7	38	48
34	50	39	42	15
39	24	5	28	7
29	46	27	31	42
7	30	5	10	2
17	7	20	13	35
49	21	29	38	52
46	49	5	48	25
47	44	23	21	39
27	33	40	10	21
8	48	32	15	17
42	11	32	13	18
15	8	50	9	13
7	16	33	34	46
11	44	38	51	45
37	51	6	13	52
46	11	1	35	53
5	14	11	51	22
11	9	5	17	46
28	39	22	32	33
35	12	9	51	41
29	23	40	45	37
41	1	21	32	28
19	38	11	25	50
40	23	52	46	7
20	17	10	23	45
40	9	27	53	13
48	18	46	3	10
33	22	49	30	8
4	48	15	10	51
12	15	18	52	27
48	21	41	27	25
50	21	28	18	49
10	15	9	18	29
44	11	34	47	37
16	44	40	10	11
41	29	20	16	11
5	32	48	47	43
33	32	34	11	23
49	32	9	18	33
37	49	21	51	26
50	21	27	38	23
11	22	24	9	43
10	7	37	4	30
47	22	23	26	44
44	33	29	38	24
39	29	32	53	45
7	11	31	24	2
30	1	29	25	45
38	1	53	11	6
16	53	41	7	6
17	13	50	35	45
30	9	22	6	16
44	28	36	38	3
16	35	47	36	28
47	49	53	3	19
45	50	48	4	29
31	15	46	25	36
33	34	26	5	6
14	43	45	21	29
18	22	33	40	38
48	43	45	11	35
20	27	48	40	30
40	51	44	11	17
49	50	15	52	24
41	46	11	17	1
22	42	5	36	20
17	45	46	5	14
10	48	47	3	1
50	19	44	5	6
32	35	29	13	2
35	16	37	28	33
41	11	40	48	25
37	6	34	14	40
14	36	31	2	27
28	17	1	50	8
36	25	49	46	34
28	4	2	33	52
46	15	26	25	13
44	45	33	51	31
35	6	30	45	39
32	1	50	30	37
40	27	39	16	3
35	40	42	33	31
4	10	43	18	11
10	33	5	51	29
16	34	9	8	48
37	11	26	22	51
47	31	14	35	45
40	4	39	19	50
52	29	2	3	13
42	38	46	31	3
23	45	50	20	36
9	49	24	45	50
17	44	23	16	26
41	34	30	25	18
3	30	8	47	12
47	45	2	31	29
17	47	9	32	41
16	20	9	12	39
2	37	36	48	9
16	18	48	39	26
6	52	48	43	20
31	50	37	1	33
41	5	42	39	26
26	6	12	29	5
1	16	32	39	30
38	10	31	3	35
1	49	42	36	7
31	14	41	37	15
1	26	46	27	43
42	45	11	31	35
37	3	43	9	17
21	25	16	9	32
1	34	47	10	39
27	34	52	49	42
2	44	35	13	22
11	8	51	42	34
41	4	42	34	29
38	22	1	20	6
2	48	30	9	47
7	37	2	35	16
43	7	26	6	32
15	31	39	34	50
30	17	2	15	34
39	47	43	20	18
44	14	24	27	2
24	15	20	43	7
50	44	11	48	45
10	41	22	20	49
49	46	17	51	9
23	11	17	53	5
25	52	53	6	26
4	47	17	11	5
22	26	53	48	15
50	36	24	4	44
25	10	35	43	24
5	50	52	16	28
46	39	31	35	34
17	7	32	25	12
37	6	3	27	41
17	13	8	39	48
1	38	37	5	53
17	45	41	34	13
48	32	9	45	8
44	33	12	50	40
13	2	27	19	50
44	4	18	14	7
42	4	22	5	41
5	7	28	18	35
17	34	32	16	43
1	44	6	34	31
48	24	12	25	20
43	15	18	21	19
17	25	44	19	26
40	4	17	26	37
24	45	21	41	37
37	1	43	10	35
39	14	43	51	36
16	1	3	41	37
45	9	12	29	17
36	42	26	16	47
20	8	22	32	52
22	11	7	19	20
5	24	52	38	8
20	38	27	6	39
34	19	37	47	16
22	34	19	8	53
6	17	48	45	47
53	27	25	3	28
35	22	25	34	33
29	6	39	52	9
11	32	45	14	21
6	25	7	8	1
8	13	29	44	48
50	5	4	21	19
48	20	9	41	30
28	47	19	20	17
13	33	11	31	28
32	2	19	34	24
32	28	6	19	10
3	33	30	17	29
41	15	6	20	18
19	9	6	24	40
35	49	41	36	9
31	46	36	42	24
39	50	51	46	1
35	22	46	48	8
15	20	42	37	13
44	26	48	35	31
25	40	18	23	26
48	11	14	26	31
41	42	17	40	46
26	31	49	22	18
9	34	30	10	32
51	37	34	16	4
34	48	29	14	30
30	18	49	28	27
50	51	6	16	52
19	26	21	31	51
17	49	5	25	37
26	17	24	45	16
44	14	7	41	9
43	5	35	50	26
27	15	19	44	36
19	45	21	20	46
12	42	50	40	26
44	46	16	12	43
27	17	11	40	26
26	53	24	14	2
46	26	52	10	30
17	6	16	19	38
49	10	48	42	50
41	32	30	4	35
18	42	13	5	50
34	52	45	20	33
1	2	6	20	10
13	35	18	51	34
14	40	39	47	21
32	13	17	33	7
36	11	13	5	22
51	14	23	15	31
48	10	18	40	46
39	50	41	25	4
17	52	27	35	28
38	51	6	28	35
46	14	49	7	23
47	17	50	12	35
25	2	17	9	36
52	28	10	40	31
29	5	31	49	47
19	37	47	51	40
45	52	41	30	12
24	44	52	25	5
20	45	1	21	5
37	28	44	2	24
28	7	6	27	41
34	27	23	31	10
10	2	9	6	5
16	11	44	17	6
29	1	42	38	26
49	7	12	19	47
21	23	13	20	2
2	7	48	9	5
11	2	39	21	16
12	53	30	27	10
10	15	51	12	49
40	30	20	28	43
34	4	52	48	17
17	42	44	30	4
9	46	48	45	51
44	16	22	46	26
11	39	1	40	37
42	43	34	53	18
50	2	15	38	43
53	14	5	16	29
39	34	52	5	22
52	50	14	33	2
42	44	24	17	8
6	14	22	12	33
17	27	32	3	48
35	13	20	21	40
19	1	4	21	29
1	25	40	53	20
49	21	15	19	16
14	22	44	21	29
40	51	32	33	35
50	18	23	38	31
53	38	30	40	36
9	19	17	12	11
34	35	15	32	8
9	23	41	19	16
33	14	12	39	27
18	30	2	14	31
4	42	18	25	20
8	31	24	37	11
23	49	46	52	26
9	38	43	10	42
22	14	39	43	19
4	5	43	2	38
24	22	12	35	31
49	36	23	12	1
45	11	28	40	3
44	42	6	27	32
14	5	40	26	31
6	3	39	26	48
24	12	19	34	6
26	15	18	36	31
14	22	12	29	41
38	36	30	24	37
24	18	45	5	10
48	1	47	6	43
46	33	3	42	26
19	4	33	16	41
11	16	21	35	27
13	40	35	47	46
34	24	33	13	19
2	4	34	22	6
17	5	44	22	2
16	19	34	37	22
13	3	2	26	6
25	10	40	11	45
22	49	42	3	37
31	43	37	45	26
2	39	27	9	36
7	19	38	48	49
45	4	35	33	36
9	24	17	23	6
16	37	1	48	26
4	7	3	11	1
16	42	8	7	43
49	39	27	13	18
48	46	26	42	37
18	1	21	36	47
17	27	2	6	19
49	28	18	35	31
29	9	42	33	30
20	5	22	34	23
25	2	32	31	18
30	33	37	36	49
3	36	15	16	40
11	6	34	25	28
12	6	9	20	7
48	3	26	32	45
12	18	1	33	9
13	1	16	43	33
40	27	34	44	42
2	23	36	3	22
38	16	22	33	32
29	17	12	7	48
22	16	30	15	35
14	36	8	29	17
29	13	8	16	19
35	43	15	40	46
39	2	10	48	1
4	20	30	49	25
45	16	38	37	10
4	28	27	49	33
2	49	12	38	44
30	38	5	15	7
6	25	46	22	36
2	6	19	45	1
15	21	38	19	8
19	8	9	25	22
31	42	19	45	32
43	33	38	10	2
30	35	21	17	36
28	10	34	24	35
27	45	19	43	12
7	21	15	9	40
5	14	22	30	15
14	47	32	18	30
21	35	49	41	23
24	34	31	47	40
13	41	19	22	47
39	7	40	42	43
7	8	32	17	14
36	46	23	44	42
45	10	43	27	15
19	39	23	41	8
27	33	14	24	34
35	43	36	20	26
11	22	13	8	37
35	43	47	20	4
35	17	48	31	26
14	9	8	13	21
48	46	41	6	38
48	24	5	15	18
27	37	42	12	10
31	28	38	41	27
7	35	27	1	10
17	28	30	4	40
7	13	33	38	16
25	4	17	2	6
14	37	6	49	36
2	18	16	40	35
17	28	10	1	45
27	6	15	42	24
40	16	47	7	33
46	7	40	5	29
37	40	41	46	48
8	16	1	7	19
31	21	9	5	1
23	35	20	2	49
15	2	29	47	21
35	18	30	26	44
27	42	39	34	23
31	28	21	41	26
33	43	28	49	19
47	25	39	13	35
12	28	13	48	6
14	42	18	33	24
27	7	30	44	24
35	9	49	4	32
17	8	42	22	47
2	36	39	30	28
22	14	3	20	48
37	40	44	29	43
14	41	11	25	20
37	25	41	10	2
16	26	46	24	20
39	26	24	34	25
33	36	4	23	45
37	16	29	39	23
19	27	20	15	3
9	4	31	26	49
27	15	1	13	41
16	24	26	10	18
9	34	22	46	3
30	25	3	28	26
33	3	6	34	39
7	13	16	3	35
42	38	40	6	35
5	9	49	18	14
44	17	13	2	45
41	9	32	36	34
37	23	42	43	20
10	40	45	20	21
10	45	48	26	17
12	36	28	43	11
9	10	40	24	21
34	21	49	32	19
49	47	10	6	21
28	20	44	13	12
11	36	28	16	29
49	22	14	19	9
7	20	45	9	19
42	2	36	19	30
1	20	11	39	34
39	28	14	29	26
24	38	5	25	30
6	18	11	20	44
3	16	30	8	29
21	4	41	32	39
37	20	41	31	18
5	43	16	12	13
11	39	41	27	37
27	43	31	12	4
2	28	37	40	49
13	18	14	20	21
36	16	18	15	20
42	22	27	49	12
30	19	12	26	33
32	9	23	45	40
44	36	23	9	8
3	47	46	9	1
41	30	49	34	29
32	4	10	39	45
31	39	22	41	4
41	29	5	42	18
46	16	41	38	47
7	6	33	31	4
29	27	44	21	41
27	15	21	47	37
45	19	41	32	8
39	49	31	34	42
36	25	11	1	29
48	16	31	9	28
42	19	23	14	29
23	22	35	6	9
22	43	1	24	39
29	9	49	19	38
46	38	29	23	26
24	15	32	22	39
27	6	11	15	22
4	31	34	7	41
26	34	2	33	39
6	19	38	10	43
14	41	10	8	42
20	15	45	7	23
22	14	38	41	11
29	1	20	27	4
37	2	39	38	42
44	18	5	40	47
27	31	41	3	32
26	12	46	32	41
21	38	12	4	46
37	49	17	45	13
34	5	22	42	9
10	29	14	4	39
37	32	6	11	47
45	5	46	3	20
24	45	13	19	44
17	42	21	43	28
16	22	18	41	14
32	44	45	26	41
4	7	39	34	27
24	16	48	34	3
24	19	32	44	43
24	47	44	32	42
35	1	17	36	27
17	45	23	33	21
19	47	1	40	49
21	2	22	47	13
18	42	14	29	20
28	6	4	12	42
5	26	22	14	20
25	29	36	46	4
40	43	27	22	16
43	28	47	20	40
17	36	23	10	13
44	16	15	47	27
46	47	31	6	38
18	28	19	11	17
32	38	28	13	33
12	42	49	33	27
38	24	26	11	41
3	37	20	22	44
12	2	33	15	41
36	5	8	18	38
21	5	8	49	46
9	10	48	6	26
10	2	39	34	7
32	18	10	14	33
42	14	22	13	32
27	24	30	13	45
49	13	26	27	2
43	1	28	27	24
25	15	47	44	6
23	21	42	32	34
47	2	32	40	16
46	45	19	39	49
31	37	13	14	15
22	15	42	43	16
30	29	2	44	22
7	47	19	43	46
40	5	48	17	44
17	20	49	16	28
38	1	42	27	3
31	47	20	18	8
39	4	27	29	41
5	48	41	34	13
12	14	35	26	36
37	24	10	5	17
48	3	9	5	42
8	20	49	9	3
28	26	48	40	15
31	20	4	25	6
33	4	48	12	9
6	11	18	8	39
4	3	29	38	13
40	12	32	37	49
6	48	43	30	45
41	3	12	46	30
30	43	46	12	39
19	44	15	38	14
23	11	31	2	28
36	17	14	11	25
6	43	8	48	3
22	30	38	21	29
49	9	7	23	37
32	12	20	16	26
45	24	14	23	48
31	10	12	9	41
45	37	44	21	24
40	36	49	5	29
44	11	41	34	6
16	6	10	12	29
28	8	32	6	47
46	43	18	25	30
41	32	4	34	16
12	37	31	35	44
40	1	6	21	33
32	9	44	38	41
28	7	35	40	48
15	5	16	28	32
36	13	23	9	45
43	11	16	3	14
19	39	29	6	44
43	23	42	13	11
43	3	2	25	15
